0.998911	0.001426
0.000008	0.998976
0.408961	0.361617
0.661468	0.187918
0.128857	0.656736
0.685159	0.173528
0.225561	0.526711
0.349842	0.410534
0.003827	0.940191
0.446784	0.332695
0.008931	0.908235
0.254730	0.497123
0.908228	0.047696
0.038842	0.805656
0.270796	0.480684
0.080153	0.718689
0.211856	0.541107
0.983430	0.009330
0.385313	0.380762
0.768053	0.124844
0.835861	0.087306
0.329680	0.427132
0.016216	0.874596
0.141417	0.625583
0.802918	0.105213
0.031028	0.825805
0.522632	0.279267
0.427243	0.347694
0.644299	0.198821
0.853201	0.077699
0.876690	0.064855
0.587846	0.234733
0.000744	0.974372
0.941607	0.031385
0.241797	0.509496
0.623582	0.212735
0.929932	0.036542
0.067160	0.742890
0.960556	0.020967
0.457278	0.324959
0.097693	0.689199
0.186198	0.571130
0.001854	0.959333
0.170310	0.588413
0.314464	0.440394
0.783913	0.115356
0.090855	0.700900
0.202827	0.566496
0.863448	0.072051
0.044775	0.790171
0.749691	0.135909
0.634861	0.204339
0.967043	0.018113
0.823170	0.094011
0.202851	0.551263
0.362065	0.399219
0.180007	0.581472
0.541487	0.265969
0.021171	0.857733
0.154060	0.609302
0.422372	0.351577
0.161333	0.600073
0.813295	0.099197
0.745840	0.138365
0.026829	0.838347
0.472731	0.313650
0.558334	0.253961
0.280154	0.474070
0.603963	0.228030
0.142130	0.624414
0.111247	0.683419
0.489447	0.306269
0.083799	0.712143
0.610980	0.219471
0.304041	0.449384
0.572124	0.245058
0.051769	0.774314
0.713678	0.156538
0.468879	0.316730
0.372394	0.391109
0.729904	0.147508
0.576499	0.242636
0.011663	0.894076
0.700699	0.164371
0.779199	0.118589
0.245021	0.506815
0.023385	0.849289
0.112840	0.675444
0.535594	0.270322
0.891017	0.057338
0.725496	0.149309
0.997989	0.001906
0.509182	0.287880
0.064419	0.748410
0.896786	0.054229
0.559112	0.253396
0.058556	0.760669
0.289130	0.464630
0.297740	0.456197
0.115188	0.662568
