0.851539	-0.772075
0.000001	1.001391
0.652160	-0.456736
0.823388	-0.457976
0.409498	0.242345
0.453738	-0.122570
0.618566	-0.125748
0.256774	0.243868
0.182373	0.670419
0.081401	0.671651
0.191106	0.618379
0.185350	0.653571
0.204406	0.521365
0.837937	-0.692873
0.835205	-0.656389
0.429043	0.007189
0.635826	-0.368184
0.632565	-0.333787
0.195062	0.592598
0.200468	0.551027
0.415210	0.166164
0.420679	0.098616
0.434176	-0.036993
0.824516	-0.479930
0.826992	-0.527883
0.828790	-0.560576
0.627826	-0.272406
0.225838	0.362532
0.825982	-0.509628
0.197938	0.569839
0.646318	-0.443068
0.019398	0.851421
0.222932	0.383415
0.015123	0.872744
0.065796	0.687910
0.412707	0.198749
0.621423	-0.174550
0.449690	-0.117956
0.416902	0.145474
0.622822	-0.196171
0.425872	0.040696
0.624267	-0.217941
0.831401	-0.601495
0.620052	-0.151100
0.829795	-0.577887
0.423741	0.063176
0.242630	0.279821
0.250083	0.253606
0.216650	0.428194
0.833688	-0.637627
0.844353	-0.748431
0.038312	0.770945
0.239442	0.289561
0.442433	-0.093229
0.643130	-0.422869
0.012166	0.887744
0.840110	-0.714129
0.832419	-0.619517
0.437835	-0.064482
0.442887	-0.095210
0.007952	0.911503
0.841351	-0.726671
0.049303	0.741024
0.235218	0.308803
0.412749	0.198158
0.228934	0.342648
0.207623	0.496914
0.230263	0.334147
0.625797	-0.237353
0.035430	0.782380
0.001247	0.968119
0.060525	0.699055
0.000083	0.994109
0.233579	0.315250
0.629779	-0.297328
0.418618	0.123628
0.437664	-0.063273
0.004554	0.934793
0.028277	0.811782
0.640836	-0.413305
0.211323	0.472604
0.220101	0.402455
0.219263	0.408705
0.074513	0.676857
0.208493	0.492368
0.001841	0.961198
0.431483	-0.015202
0.026648	0.823833
0.042839	0.755815
0.057778	0.707173
0.637562	-0.386510
0.419358	0.115041
0.619803	-0.130843
0.044029	0.752400
0.843941	-0.745719
0.003847	0.941896
0.431123	-0.011974
0.639598	-0.396698
0.050248	0.727234
0.054189	0.715798
